K = 2
0.0181 0.0112322 1473
0.0182 0.0115623 1401
0.0183 0.0119047 1540
0.0184 0.0122594 1419
0.0185 0.0126265 1449
0.0186 0.0130058 1491
0.0187 0.0133974 1559
0.0188 0.0138014 1380
0.0189 0.0142177 1471
0.019 0.0146463 1356
0.0191 0.0150872 1523
0.0192 0.0155404 1275
0.0193 0.016006 1277
0.0194 0.0164838 1285
0.0195 0.016974 1284
0.0196 0.0174765 1274
0.0197 0.0179913 1287

K = 3
0.0001 0.000403082 4674
0.0002 0.000386062 4826
0.0003 0.000372692 5689
0.0004 0.000356519 7601
0.0005 0.000344465 8527
0.0006 0.000336531 25692
0.0007 0.000332716 38731
0.0008 0.000330641 24586
0.0009 0.000328289 31267
0.001 0.000322451 33645
0.0011 0.000327051 65604
0.0012 0.000313647 68205
0.0013 0.000312926 74229
0.0014 0.000300098 70160
0.0015 0.000310877 81344
0.0016 0.000306795 81996
0.0017 0.000302526 94808
0.0018 0.000302369 99834
0.0019 0.000306321 116985
0.002 0.000314383 110288
0.0021 0.000326556 197288
0.0022 0.000341278 245387
0.0023 0.000345917 359066
0.0024 0.000355026 442957
0.0025 0.000359242 328518
0.0026 0.000359337 346560
0.0027 0.000362643 529013
0.0028 0.00036916 388550
0.0029 0.000378887 633604
0.003 0.000391825 543205
0.0031 0.000401979 685050
0.0032 0.000408709 751385
0.0033 0.000414876 765043
0.0034 0.000422367 1027074
0.0035 0.000431181 1072644
0.0036 0.000441319 967436
0.0037 0.00045278 864178
0.0038 0.000465564 842149
0.0039 0.000479673 895543
0.004 0.000492116 972945
0.0041 0.000503627 912018
0.0042 0.00051543 935224
0.0043 0.000524845 876366
0.0044 0.000534605 824316
0.0045 0.000543805 1054953
0.0046 0.000553023 771220
0.0047 0.000563587 679747
0.0048 0.000575496 623318
0.0049 0.00058875 637568
0.005 0.000600483 577959
0.0051 0.000607028 464292
0.0052 0.000615082 482370
0.0053 0.000624645 380512
0.0054 0.000635717 302505
0.0055 0.000648298 274770
0.0056 0.000662388 239252
0.0057 0.000677988 221171
0.0058 0.000695096 219400
0.0059 0.000713714 158626
0.006 0.000729278 135335
0.0061 0.000746244 137057
0.0062 0.000760913 106496
0.0063 0.000770784 107543
0.0064 0.000781849 76685
0.0065 0.000794106 73098
0.0066 0.000807557 77444
0.0067 0.000822201 65454
0.0068 0.000838037 37871
0.0069 0.000855067 35469
0.007 0.00087329 30860
0.0071 0.000892705 28070
0.0072 0.000913314 26311
0.0073 0.000935116 24786
0.0074 0.000958111 23034
0.0075 0.000982299 23903
0.0076 0.00100768 22750
0.0077 0.00103425 22003
0.0078 0.00106202 9382
0.0079 0.00109098 8827
0.008 0.00112113 8017
0.0081 0.00115248 7033
0.0082 0.00118502 6801
0.0083 0.00121875 6795
0.0084 0.00125368 6940
0.0085 0.00127391 5670
0.0086 0.00129164 5549
0.0087 0.00131243 4926
0.0088 0.00133629 4748
0.0089 0.00136321 4033
0.009 0.0013932 3442
0.0091 0.00142625 3751
0.0092 0.00146236 3506
0.0093 0.00150155 2800
0.0094 0.00153563 2861
0.0095 0.00156574 2940
0.0096 0.00159809 2751
0.0097 0.00163269 2808
0.0098 0.00166953 2583
0.0099 0.00170862 2432
0.01 0.00174995 2386
0.0101 0.00179352 2230
0.0102 0.00183934 2212
0.0103 0.0018874 2115
0.0104 0.00193771 2078
0.0105 0.00199026 2412
0.0106 0.00204506 2212
0.0107 0.00208919 2039
0.0108 0.00213355 2070
0.0109 0.00218084 2029
0.011 0.00223104 1959
0.0111 0.00228416 2075
0.0112 0.00233431 1977
0.0113 0.00236616 1663
0.0114 0.00238481 1595
0.0115 0.00240658 1740
0.0116 0.00243148 1724
0.0117 0.0024595 1732
0.0118 0.00249064 1676
0.0119 0.0025249 1686
0.012 0.00256228 1793
0.0121 0.00260278 1633
0.0122 0.00264641 1495
0.0123 0.00269316 1501
0.0124 0.00274303 1636
0.0125 0.00279602 1547
0.0126 0.00285213 1707
0.0127 0.00291137 1644
0.0128 0.00297373 1551
0.0129 0.00303921 1664
0.013 0.00310781 1636
0.0131 0.00317953 1631
0.0132 0.00325437 1555
0.0133 0.00333234 1805
0.0134 0.00341343 1566
0.0135 0.00349764 1680
0.0136 0.00358497 1697
0.0137 0.00367542 1644
0.0138 0.003769 1606
0.0139 0.00386569 1537
0.014 0.00396551 1642
0.0141 0.00406845 1566
0.0142 0.00417452 1703
0.0143 0.0042837 1482
0.0144 0.00439601 1494
0.0145 0.00451143 1701
0.0146 0.00462998 1473
0.0147 0.00475165 1535
0.0148 0.00487645 1597
0.0149 0.00500436 1606
0.015 0.0051354 1545
0.0151 0.00526956 1613
0.0152 0.00540684 1520
0.0153 0.00553682 1685
0.0154 0.00565417 1759
0.0155 0.00577753 1588
0.0156 0.00590693 1589
0.0157 0.00604234 1584
0.0158 0.00618377 1460
0.0159 0.00633123 1584
0.016 0.00648471 1641
0.0161 0.00664421 1580
0.0162 0.00680973 1588
0.0163 0.00696027 1650
0.0164 0.007099 1499
0.0165 0.00724896 1465
0.0166 0.00741015 1487
0.0167 0.00758255 1466
0.0168 0.00776618 1543
0.0169 0.00796103 1589
0.017 0.00816711 1579
0.0171 0.00838441 1281
0.0172 0.00861293 1283
0.0173 0.00885267 1283
0.0174 0.00910364 1278
0.0175 0.00936583 1272
0.0176 0.00963924 1297
0.0177 0.00992387 1280
0.0178 0.0102197 1273
0.0179 0.0105268 1270
0.018 0.0108451 1309
0.0181 0.0111746 1281
0.0182 0.0115154 1279
0.0183 0.0118674 1281
0.0184 0.0122306 1267
0.0185 0.012605 1272
0.0186 0.0129906 1274
0.0187 0.0133875 1285
0.0188 0.0137956 1270
0.0189 0.0142149 1271
0.019 0.0146454 1288
0.0191 0.0150872 1280
0.0192 0.0155404 1268
0.0193 0.016006 1273
0.0194 0.0164838 1349
0.0195 0.016974 1280
0.0196 0.0174765 1272
0.0197 0.0179913 1265

K = 4
0.0001 0.000349468 6483
0.0002 0.000338832 29411
0.0003 0.000325751 24416
0.0004 0.000316116 27133
0.0005 0.000306213 35674
0.0006 0.000297721 52566
0.0007 0.000295599 88288
0.0008 0.000287121 57556
0.0009 0.000280562 62631
0.001 0.000278125 78884
0.0011 0.000278202 122337
0.0012 0.000273773 131119
0.0013 0.000271638 167568
0.0014 0.000262549 166614
0.0015 0.000269726 293209
0.0016 0.000266432 301800
0.0017 0.000262531 303450
0.0018 0.000260163 322755
0.0019 0.000261846 397455
0.002 0.00026758 427963
0.0021 0.000274623 943480
0.0022 0.000276175 1075349
0.0023 0.00028 1151147
0.0024 0.000285365 1733022
0.0025 0.000289522 2033059
0.0026 0.000295172 1735908
0.0027 0.000302316 3118249
0.0028 0.000310952 4120406
0.0029 0.000320196 -1 5401178
0.003 0.000329037 -1 5401171
0.0031 0.000338148 -1 5401171
0.0032 0.000345939 -1 5401185
0.0033 0.000352515 -1 5401184
0.0034 0.000357553 -1 5401199
0.0035 0.000361544 -1 5401188
0.0036 0.000366342 -1 5401192
0.0037 0.000371949 -1 5401203
0.0038 0.000378365 -1 5401187
0.0039 0.000385588 -1 5401211
0.004 0.00039362 -1 5401205
0.0041 0.000402459 -1 5401188
0.0042 0.000412107 -1 5401168
0.0043 0.000422564 -1 5401191
0.0044 0.000432886 -1 5401171
0.0045 0.000441929 -1 5401187
0.0046 0.000451951 -1 5401184
0.0047 0.000462952 -1 5401193
0.0048 0.000472946 -1 5401178
0.0049 0.000481231 4330663
0.005 0.000486878 3832956
0.0051 0.000490642 2866883
0.0052 0.000495692 2217883
0.0053 0.000502028 1524959
0.0054 0.00050965 1199173
0.0055 0.000518558 938221
0.0056 0.000528752 798879
0.0057 0.000540232 639988
0.0058 0.000552998 533832
0.0059 0.00056705 482478
0.006 0.000582388 401638
0.0061 0.000598171 370226
0.0062 0.000610497 275692
0.0063 0.000623973 224939
0.0064 0.000638598 185752
0.0065 0.000649348 158339
0.0066 0.00066082 123336
0.0067 0.000673471 95469
0.0068 0.000687301 84288
0.0069 0.000702311 71939
0.007 0.000718501 57989
0.0071 0.000735871 57923
0.0072 0.000754119 62764
0.0073 0.000772844 59532
0.0074 0.000787664 34627
0.0075 0.000802763 32078
0.0076 0.000818819 27694
0.0077 0.000835832 23377
0.0078 0.000853802 20460
0.0079 0.000872729 24370
0.008 0.000892613 17920
0.0081 0.000913453 7981
0.0082 0.000935251 7783
0.0083 0.000958006 7069
0.0084 0.000981717 6376
0.0085 0.00100639 6009
0.0086 0.00103201 5116
0.0087 0.00105859 4641
0.0088 0.00108613 4675
0.0089 0.00111463 4166
0.009 0.00114408 4318
0.0091 0.00117449 4102
0.0092 0.00120586 3952
0.0093 0.00123819 3332
0.0094 0.00127147 3159
0.0095 0.00129035 2833
0.0096 0.00131046 2570
0.0097 0.00133235 2467
0.0098 0.00135603 2483
0.0099 0.0013815 2471
0.01 0.00140875 2166
0.0101 0.00143779 2155
0.0102 0.00146862 2114
0.0103 0.00150124 2195
0.0104 0.00153564 2315
0.0105 0.00157183 2132
0.0106 0.00160981 2100
0.0107 0.00164957 2167
0.0108 0.00169112 2160
0.0109 0.00173446 1725
0.011 0.00176673 1912
0.0111 0.0018011 1877
0.0112 0.00183802 1910
0.0113 0.00187749 1729
0.0114 0.00191951 1710
0.0115 0.00196408 1905
0.0116 0.0020112 1794
0.0117 0.00206087 1931
0.0118 0.00211308 1880
0.0119 0.00216785 1844
0.012 0.00222516 1732
0.0121 0.00228503 1736
0.0122 0.00234744 1760
0.0123 0.0024124 1767
0.0124 0.00247992 1800
0.0125 0.00254998 1822
0.0126 0.00262259 1680
0.0127 0.00269775 1669
0.0128 0.00277546 1806
0.0129 0.00285572 1752
0.013 0.00293853 2209
0.0131 0.00302389 1889
0.0132 0.00310499 1513
0.0133 0.0031832 1745
0.0134 0.00326453 1568
0.0135 0.00334899 1737
0.0136 0.00343656 1725
0.0137 0.00352726 1611
0.0138 0.00362108 1735
0.0139 0.00371802 1678
0.014 0.00381808 1538
0.0141 0.00392126 1628
0.0142 0.00402757 1668
0.0143 0.00413699 1563
0.0144 0.00424849 1582
0.0145 0.00435974 1524
0.0146 0.00447405 1501
0.0147 0.00459143 1495
0.0148 0.00471187 1520
0.0149 0.00483537 1531
0.015 0.00496194 1490
0.0151 0.00509157 1500
0.0152 0.00522426 1766
0.0153 0.00536002 1769
0.0154 0.00549441 1712
0.0155 0.00561628 1674
0.0156 0.00574415 1664
0.0157 0.00587805 1559
0.0158 0.00601796 1964
0.0159 0.00616388 1661
0.016 0.00631581 1703
0.0161 0.00647377 1698
0.0162 0.00663773 1302
0.0163 0.00680771 1286
0.0164 0.00698371 1285
0.0165 0.00716572 1281
0.0166 0.00735375 1287
0.0167 0.00754779 1292
0.0168 0.00774784 1290
0.0169 0.00795391 1288
0.017 0.008166 1279
0.0171 0.00838441 1281
0.0172 0.00861293 1284
0.0173 0.00885267 1312
0.0174 0.00910364 1272
0.0175 0.00936583 1272
0.0176 0.00963924 1273
0.0177 0.00992387 1269
0.0178 0.0102197 1264
0.0179 0.0105268 1270
0.018 0.0108451 1278
0.0181 0.0111746 1267
0.0182 0.0115154 1294
0.0183 0.0118674 1272
0.0184 0.0122306 1284
0.0185 0.012605 1277
0.0186 0.0129906 1273
0.0187 0.0133875 1291
0.0188 0.0137956 1265
0.0189 0.0142149 1267
0.019 0.0146454 1328
0.0191 0.0150872 1295
0.0192 0.0155404 1263
0.0193 0.016006 1267
0.0194 0.0164838 1274
0.0195 0.016974 1271
0.0196 0.0174765 1270
0.0197 0.0179913 1263

K = 5
