K = 2
0.0036 0.000231284 3462
0.0037 0.000232462 2815
0.0038 0.000234857 2498
0.0039 0.000238469 2456
0.004 0.00024134 2781
0.0041 0.000244716 2470
0.0042 0.000249227 2246
0.0043 0.00025403 2696
0.0044 0.000257446 1183
0.0045 0.00026203 1219
0.0046 0.000266746 952
0.0047 0.000271001 750
0.0048 0.000274351 607
0.0049 0.000281392 654
0.005 0.000288608 267
0.0051 0.000293968 228
0.0052 0.000300392 211
0.0053 0.00030703 189
0.0054 0.000313016 232
0.0055 0.000320027 186
0.0056 0.0003277 143
0.0057 0.000335049 190
0.0058 0.000343239 145
0.0059 0.000351131 133
0.006 0.000359927 169
0.0061 0.000369667 135
0.0062 0.000380382 164
0.0063 0.000392074 131
0.0064 0.000404741 164
0.0065 0.000418383 144
0.0066 0.000432952 131
0.0067 0.000447947 128
0.0068 0.000462945 176
0.0069 0.000479407 284
0.007 0.000497346 118
0.0071 0.000516472 202
0.0072 0.000536096 203
0.0073 0.000557963 186
0.0074 0.000582074 116
0.0075 0.000607276 183
0.0076 0.000634203 236
0.0077 0.00066445 75
0.0078 0.000698028 84
0.0079 0.000735335 76
0.008 0.000776573 76
0.0081 0.000821755 76
0.0082 0.000871064 74
0.0083 0.000924559 75
0.0084 0.000982242 74
0.0085 0.001048 74
0.0086 0.00112533 74
0.0087 0.00121424 74
0.0088 0.00131472 75
0.0089 0.00142993 74
0.009 0.00158382 73

K = 8
0.0001 0.000337752 143
0.0002 0.000324046 351
0.0003 0.000312215 118
0.0004 0.000301323 117
0.0005 0.000291705 126
0.0006 0.000283247 203
0.0007 0.000276434 155
0.0008 0.00026981 142
0.0009 0.000264054 142
0.001 0.000259539 162
0.0011 0.000256265 206
0.0012 0.000253098 298
0.0013 0.000249058 272
0.0014 0.000245576 259
0.0015 0.000242654 336
0.0016 0.000240291 361
0.0017 0.000238488 778
0.0018 0.000236221 891
0.0019 0.000233204 944
0.002 0.000230565 989
0.0021 0.000228196 1150
0.0022 0.000225812 2537
0.0023 0.000224035 1106
0.0024 0.000222865 1053
0.0025 0.000222075 1394
0.0026 0.000220863 2483
0.0027 0.000219347 2659
0.0028 0.000218653 2696
0.0029 0.000218538 1343
0.003 0.000218617 2774
0.0031 0.000219209 2605
0.0032 0.000219847 4072
0.0033 0.000221309 4232
0.0034 0.000222205 3708
0.0035 0.000224345 4186
0.0036 0.0002263 3818
0.0037 0.000228365 4006
0.0038 0.000231349 6203
0.0039 0.000233646 4430
0.004 0.000236562 3165
0.0041 0.000239472 2620
0.0042 0.000242967 2776
0.0043 0.000247507 2841
0.0044 0.000252011 1498
0.0045 0.000256153 1557
0.0046 0.000260355 1299
0.0047 0.000264877 1078
0.0048 0.000270216 1416
0.0049 0.000274914 1227
0.005 0.000280589 1147
0.0051 0.000287558 234
0.0052 0.000293641 306
0.0053 0.000299795 261
0.0054 0.000306513 255
0.0055 0.000313745 282
0.0056 0.000320346 480
0.0057 0.000327818 180
0.0058 0.00033579 223
0.0059 0.000344213 240
0.006 0.000353424 238
0.0061 0.00036342 532
0.0062 0.000374387 260
0.0063 0.000386325 224
0.0064 0.000399233 254
0.0065 0.000413111 197
0.0066 0.00042796 265
0.0067 0.000443574 138
0.0068 0.000459772 233
0.0069 0.000476746 261
0.007 0.000494832 227
0.0071 0.000514391 230
0.0072 0.000535587 167
0.0073 0.000557046 263
0.0074 0.000580628 267
0.0075 0.000606334 81
0.0076 0.000634164 79
0.0077 0.00066445 78
0.0078 0.000698028 78
0.0079 0.000735335 81
0.008 0.000776573 80
0.0081 0.000821755 80
0.0082 0.000871064 80
0.0083 0.000924559 79
0.0084 0.000982242 78
0.0085 0.001048 79
0.0086 0.00112533 80
0.0087 0.00121424 79
0.0088 0.00131472 80
0.0089 0.00142993 79
0.009 0.00158382 79

K = 9
0.0001 0.000337752 334
0.0002 0.0003229 120
0.0003 0.000309895 274
0.0004 0.000298531 301
0.0005 0.000288809 207
0.0006 0.000280728 150
0.0007 0.000272715 355
0.0008 0.000265608 235
0.0009 0.000259741 516
0.001 0.000255114 960
0.0011 0.000251727 301
0.0012 0.000248992 245
0.0013 0.000245171 336
0.0014 0.000241904 362
0.0015 0.000238968 298
0.0016 0.000236323 2593
0.0017 0.000233483 4137
0.0018 0.000230645 1288
0.0019 0.000228466 3357
0.002 0.000226631 1272
0.0021 0.000224155 1207
0.0022 0.000221755 1244
0.0023 0.0002197 3114
0.0024 0.000217885 1498
0.0025 0.000216364 1588
0.0026 0.000215235 1049
0.0027 0.000214812 1332
0.0028 0.000214717 2984
0.0029 0.000214156 2624
0.003 0.000214362 2960
0.0031 0.000215049 3038
0.0032 0.000215951 2780
0.0033 0.00021767 4011
0.0034 0.000219218 4043
0.0035 0.000220269 3475
0.0036 0.00022198 6526
0.0037 0.000224596 6105
0.0038 0.000226707 3400
0.0039 0.000229567 8481
0.004 0.000232186 4426
0.0041 0.000235714 5060
0.0042 0.000239142 3286
0.0043 0.000242558 1709
0.0044 0.000246874 1863
0.0045 0.000251626 1753
0.0046 0.000256085 1367
0.0047 0.000261085 1175
0.0048 0.000265369 745
0.0049 0.00027094 1013
0.005 0.000276639 744
0.0051 0.000282028 625
0.0052 0.000289034 583
0.0053 0.000295854 465
0.0054 0.000301571 477
0.0055 0.000307443 697
0.0056 0.000314183 712
0.0057 0.000321792 447
0.0058 0.000330268 426
0.0059 0.000339613 646
0.006 0.000349826 991
0.0061 0.000360862 634
0.0062 0.000372367 362
0.0063 0.000384567 976
0.0064 0.000397404 322
0.0065 0.000411204 1461
0.0066 0.000425974 412
0.0067 0.000441299 399
0.0068 0.000457535 397
0.0069 0.000475051 959
0.007 0.000493848 568
0.0071 0.000513896 803
0.0072 0.000534694 953
0.0073 0.00055692 514
0.0074 0.000580628 81
0.0075 0.000606334 85
0.0076 0.000634164 82
0.0077 0.00066445 82
0.0078 0.000698028 82
0.0079 0.000735335 80
0.008 0.000776573 84
0.0081 0.000821755 81
0.0082 0.000871064 83
0.0083 0.000924559 79
0.0084 0.000982242 80
0.0085 0.001048 82
0.0086 0.00112533 88
0.0087 0.00121424 82
0.0088 0.00131472 81
0.0089 0.00142993 79
0.009 0.00158382 78

K = 10
0.0001 0.00033741 663
0.0002 0.0003229 493
0.0003 0.000309895 457
0.0004 0.000297647 572
0.0005 0.00028763 778
0.0006 0.000279211 344
0.0007 0.000271378 309
0.0008 0.000264293 349
0.0009 0.00025848 451
0.001 0.000253393 358
0.0011 0.000249241 1203
0.0012 0.0002453 844
0.0013 0.000241619 792
0.0014 0.000238488 4708
0.0015 0.000235869 464
0.0016 0.000232594 464
0.0017 0.000229599 531
0.0018 0.000227231 4481
0.0019 0.000224716 1027
0.002 0.000222792 3935
0.0021 0.000220784 5107
0.0022 0.000218373 2077
0.0023 0.000216196 3517
0.0024 0.000214612 868
0.0025 0.000213288 1330
0.0026 0.000211986 291
0.0027 0.000210992 394
0.0028 0.000210656 385
0.0029 0.000210979 1268
0.003 0.000211371 2701
0.0031 0.000212084 5103
0.0032 0.000213554 3319
0.0033 0.000214672 3429
0.0034 0.000216136 3332
0.0035 0.000218251 5869
0.0036 0.000219481 9034
0.0037 0.000221251 6264
0.0038 0.000223901 7925
0.0039 0.000226387 6040
0.004 0.000229423 2803
0.0041 0.000232087 1248
0.0042 0.000235542 2483
0.0043 0.000239403 2536
0.0044 0.000243523 2866
0.0045 0.000248278 1158
0.0046 0.000252655 1052
0.0047 0.000257133 665
0.0048 0.000261879 244
0.0049 0.000267448 422
0.005 0.000272654 314
0.0051 0.000279258 187
0.0052 0.000285901 233
0.0053 0.000291228 254
0.0054 0.00029728 156
0.0055 0.000303728 184
0.0056 0.000311002 283
0.0057 0.000319103 236
0.0058 0.000327786 182
0.0059 0.000337081 270
0.006 0.000347244 149
0.0061 0.000358275 198
0.0062 0.000370173 129
0.0063 0.000382773 208
0.0064 0.000395851 163
0.0065 0.000409879 202
0.0066 0.000424859 376
0.0067 0.000440601 189
0.0068 0.000457476 149
0.0069 0.000474672 210
0.007 0.000493592 113
0.0071 0.000513355 230
0.0072 0.000534694 252
0.0073 0.000557046 125
0.0074 0.000580628 76
0.0075 0.000606334 78
0.0076 0.000634164 76
0.0077 0.00066445 76
0.0078 0.000698028 75
0.0079 0.000735335 76
0.008 0.000776573 76
0.0081 0.000821755 76
0.0082 0.000871064 75
0.0083 0.000924559 75
0.0084 0.000982242 74
0.0085 0.001048 74
0.0086 0.00112533 74
0.0087 0.00121424 75
0.0088 0.00131472 75
0.0089 0.00142993 74
0.009 0.00158382 73

