K = 2
0.0035 0.000224741 12155
0.0036 0.000228497 14184
0.0037 0.000233079 13917
0.0038 0.000238485 14155
0.0039 0.000244716 13666
0.004 0.000249936 11487
0.0041 0.000255187 10167
0.0042 0.000261411 9149
0.0043 0.000268402 8454
0.0044 0.000272921 7281
0.0045 0.000276588 5740
0.0046 0.000281795 4512
0.0047 0.000288541 4323
0.0048 0.000295157 3749
0.0049 0.000300522 4125
0.005 0.000307257 1696
0.0051 0.000313737 1358
0.0052 0.000319024 1311
0.0053 0.00032418 1059
0.0054 0.000329968 993
0.0055 0.00033675 890
0.0056 0.000344525 487
0.0057 0.000353293 327
0.0058 0.000363053 488
0.0059 0.000373807 295
0.006 0.000385554 291
0.0061 0.000393851 571
0.0062 0.000402609 187
0.0063 0.000412384 211
0.0064 0.000423176 267
0.0065 0.000434984 212
0.0066 0.00044781 237
0.0067 0.000461653 218
0.0068 0.000476512 184
0.0069 0.000492389 213
0.007 0.000509282 228
0.0071 0.000527192 220
0.0072 0.000538389 172
0.0073 0.00054903 235
0.0074 0.000562349 224
0.0075 0.000578345 181
0.0076 0.000597019 244
0.0077 0.00061837 197
0.0078 0.000642399 143
0.0079 0.000664069 297
0.008 0.000682088 180
0.0081 0.0007024 195
0.0082 0.000725003 218
0.0083 0.000749899 111
0.0084 0.000777086 256
0.0085 0.000804404 264
0.0086 0.000826439 170
0.0087 0.000848989 111
0.0088 0.000875429 139
0.0089 0.000905757 181
0.009 0.000939974 104
0.0091 0.00097808 105
0.0092 0.000999401 205
0.0093 0.00102155 114
0.0094 0.0010515 112
0.0095 0.00108925 103
0.0096 0.00113481 192
0.0097 0.00118817 87
0.0098 0.00124934 87
0.0099 0.00131831 84
0.01 0.00139509 85
0.0101 0.00147967 89
0.0102 0.00157205 84
0.0103 0.00167224 86
0.0104 0.00178462 84
0.0105 0.00195826 84
0.0106 0.00221052 85
0.0107 0.0028821 85

K = 5
0.0001 0.000276858 160
0.0002 0.000266998 243
0.0003 0.000257185 201
0.0004 0.000247163 172
0.0005 0.000241142 261
0.0006 0.00023667 201
0.0007 0.000233874 220
0.0008 0.000225228 234
0.0009 0.00021649 227
0.001 0.000211722 477
0.0011 0.00020798 559
0.0012 0.000203022 461
0.0013 0.000192429 432
0.0014 0.000187377 753
0.0015 0.000184581 950
0.0016 0.000181889 1087
0.0017 0.000179728 1599
0.0018 0.000175447 1561
0.0019 0.000172133 3007
0.002 0.000171843 3410
0.0021 0.00017423 5415
0.0022 0.000173242 6908
0.0023 0.000172793 7851
0.0024 0.000175065 10528
0.0025 0.00017729 13869
0.0026 0.00017878 15772
0.0027 0.000177044 13354
0.0028 0.00017587 11854
0.0029 0.000177201 12379
0.003 0.000181038 16277
0.0031 0.000186174 21378
0.0032 0.000187442 19471
0.0033 0.000190586 21797
0.0034 0.000195607 26878
0.0035 0.000199862 31113
0.0036 0.000202817 29523
0.0037 0.000205869 24896
0.0038 0.000209703 24666
0.0039 0.000214318 22320
0.004 0.000219713 22325
0.0041 0.000225889 21493
0.0042 0.000232846 20711
0.0043 0.000238738 19482
0.0044 0.000244459 15297
0.0045 0.000250016 12124
0.0046 0.000256057 11159
0.0047 0.000260921 8622
0.0048 0.000266662 7367
0.0049 0.000272277 6010
0.005 0.000277255 4794
0.0051 0.000282418 3484
0.0052 0.000287671 3292
0.0053 0.000293884 1624
0.0054 0.000300668 1408
0.0055 0.000306807 1062
0.0056 0.000313932 1036
0.0057 0.000322043 879
0.0058 0.00033114 878
0.0059 0.000341223 351
0.006 0.000348201 288
0.0061 0.000355902 230
0.0062 0.000364619 249
0.0063 0.000374353 342
0.0064 0.000385104 187
0.0065 0.000396872 188
0.0066 0.000409656 173
0.0067 0.000423458 271
0.0068 0.000438277 291
0.0069 0.000450897 234
0.007 0.000464726 257
0.0071 0.000480276 184
0.0072 0.000495828 215
0.0073 0.000510757 198
0.0074 0.000527137 181
0.0075 0.000544967 164
0.0076 0.000564248 270
0.0077 0.000579058 259
0.0078 0.000595003 191
0.0079 0.000612871 181
0.008 0.000632661 303
0.0081 0.000654373 139
0.0082 0.000678007 122
0.0083 0.000703563 164
0.0084 0.000725821 114
0.0085 0.000749123 114
0.0086 0.000774367 112
0.0087 0.000801552 111
0.0088 0.000830677 113
0.0089 0.000857935 108
0.009 0.000887925 196
0.0091 0.000921096 111
0.0092 0.000957447 154
0.0093 0.000996978 107
0.0094 0.00103969 110
0.0095 0.00108558 141
0.0096 0.00113465 85
0.0097 0.00118817 85
0.0098 0.00124934 84
0.0099 0.00131831 87
0.01 0.00139509 87
0.0101 0.00147967 84
0.0102 0.00157205 85
0.0103 0.00167224 86
0.0104 0.00178462 85
0.0105 0.00195826 85
0.0106 0.00221052 84
0.0107 0.0028821 83

K = 6
0.0001 0.000258287 228
0.0002 0.0002473 310
0.0003 0.000237499 164
0.0004 0.000230977 234
0.0005 0.000223831 345
0.0006 0.000217766 246
0.0007 0.000210873 173
0.0008 0.000206443 289
0.0009 0.000201137 223
0.001 0.000196095 277
0.0011 0.000189995 502
0.0012 0.000184783 731
0.0013 0.000180793 821
0.0014 0.000174137 824
0.0015 0.00017193 929
0.0016 0.000168915 1302
0.0017 0.000166062 3029
0.0018 0.000163206 3269
0.0019 0.000159894 3753
0.002 0.000157799 3755
0.0021 0.000157331 4892
0.0022 0.000158857 8953
0.0023 0.000158493 9139
0.0024 0.000160661 13082
0.0025 0.00016067 13110
0.0026 0.00016216 17054
0.0027 0.000164379 23531
0.0028 0.000166986 31031
0.0029 0.000167238 27685
0.003 0.000168904 28409
0.0031 0.000171799 32786
0.0032 0.000174779 38766
0.0033 0.000176342 34431
0.0034 0.000178608 28358
0.0035 0.000181576 30365
0.0036 0.000185248 32425
0.0037 0.000189621 35542
0.0038 0.000194307 39009
0.0039 0.000197563 28325
0.004 0.000201434 26119
0.0041 0.000206019 24974
0.0042 0.000211319 24411
0.0043 0.000217334 23075
0.0044 0.000224063 22202
0.0045 0.000229244 19885
0.0046 0.000234438 15826
0.0047 0.000240201 12761
0.0048 0.000246533 10932
0.0049 0.000252303 9043
0.005 0.000257473 6562
0.0051 0.000262043 4520
0.0052 0.000267706 4037
0.0053 0.000273665 3350
0.0054 0.000280099 3224
0.0055 0.000287481 1230
0.0056 0.000292884 1035
0.0057 0.000299177 875
0.0058 0.000306381 378
0.0059 0.000314496 287
0.006 0.000323521 251
0.0061 0.000333458 336
0.0062 0.000344305 282
0.0063 0.000355949 304
0.0064 0.000367406 293
0.0065 0.00037932 171
0.0066 0.000390316 193
0.0067 0.000401718 187
0.0068 0.000413996 235
0.0069 0.000427151 251
0.007 0.000441183 196
0.0071 0.000456091 210
0.0072 0.000471875 171
0.0073 0.000488536 151
0.0074 0.000505712 133
0.0075 0.000521203 205
0.0076 0.000537642 214
0.0077 0.000555598 197
0.0078 0.00057442 167
0.0079 0.000594176 161
0.008 0.000613227 250
0.0081 0.000632793 227
0.0082 0.00065408 194
0.0083 0.000677087 118
0.0084 0.000701814 110
0.0085 0.000728261 158
0.0086 0.000756429 226
0.0087 0.000782578 202
0.0088 0.000812006 210
0.0089 0.000843848 113
0.009 0.000878103 117
0.0091 0.000914771 155
0.0092 0.000953853 113
0.0093 0.000995349 172
0.0094 0.00103926 164
0.0095 0.00108558 85
0.0096 0.00113465 85
0.0097 0.00118817 85
0.0098 0.00124934 87
0.0099 0.00131831 84
0.01 0.00139509 87
0.0101 0.00147967 85
0.0102 0.00157205 84
0.0103 0.00167224 85
0.0104 0.00178462 85
0.0105 0.00195826 84
0.0106 0.00221052 85
0.0107 0.0028821 84

K = 7
0.0001 0.000248824 172
0.0002 0.000237345 199
0.0003 0.000227315 237
0.0004 0.000219496 206
0.0005 0.000210706 254
0.0006 0.000204225 216
0.0007 0.000198099 173
0.0008 0.000194415 427
0.0009 0.000189058 275
0.001 0.000183168 386
0.0011 0.000178185 318
0.0012 0.00017394 979
0.0013 0.000169902 816
0.0014 0.000166691 1087
0.0015 0.000163547 1581
0.0016 0.000159977 1748
0.0017 0.000156973 3612
0.0018 0.000154285 4525
0.0019 0.000151168 3435
0.002 0.000149046 4715
0.0021 0.000148577 6431
0.0022 0.000148767 7334
0.0023 0.0001492 9542
0.0024 0.0001502 13218
0.0025 0.000150432 13127
0.0026 0.000151709 16708
0.0027 0.000152396 17859
0.0028 0.000154671 23846
0.0029 0.000157526 32225
0.003 0.000159035 32346
0.0031 0.000161119 34027
0.0032 0.000162782 31154
0.0033 0.000165121 32908
0.0034 0.000167465 28082
0.0035 0.000170015 27998
0.0036 0.00017326 29002
0.0037 0.0001772 25895
0.0038 0.000181723 31234
0.0039 0.000184869 26839
0.004 0.000188729 23023
0.0041 0.000193304 22013
0.0042 0.000198594 21881
0.0043 0.000203707 24809
0.0044 0.000208292 17309
0.0045 0.000213436 16321
0.0046 0.000219137 14435
0.0047 0.000225396 13644
0.0048 0.000231876 12212
0.0049 0.000236748 8202
0.005 0.000241532 6014
0.0051 0.000247145 4355
0.0052 0.000253589 3744
0.0053 0.000260864 3400
0.0054 0.000266447 3388
0.0055 0.000272311 1203
0.0056 0.000279024 1096
0.0057 0.000286587 914
0.0058 0.000295 824
0.0059 0.000304078 495
0.006 0.000313469 390
0.0061 0.000322918 503
0.0062 0.000332032 240
0.0063 0.000341925 313
0.0064 0.000352597 257
0.0065 0.000364048 179
0.0066 0.000376278 273
0.0067 0.00038849 231
0.0068 0.00040102 221
0.0069 0.000414456 272
0.007 0.000428584 500
0.0071 0.000443507 182
0.0072 0.000458142 240
0.0073 0.000473591 280
0.0074 0.000487341 266
0.0075 0.000502763 299
0.0076 0.000520131 202
0.0077 0.000539149 236
0.0078 0.000556363 207
0.0079 0.000574711 198
0.008 0.000594666 171
0.0081 0.00061535 581
0.0082 0.000637679 112
0.0083 0.000661696 120
0.0084 0.000687401 114
0.0085 0.000714794 116
0.0086 0.000742698 116
0.0087 0.000772621 122
0.0088 0.000804585 158
0.0089 0.000838591 109
0.009 0.000874637 111
0.0091 0.000912726 89
0.0092 0.000952855 86
0.0093 0.000995027 88
0.0094 0.00103924 88
0.0095 0.00108558 86
0.0096 0.00113465 88
0.0097 0.00118817 86
0.0098 0.00124934 85
0.0099 0.00131831 88
0.01 0.00139509 87
0.0101 0.00147967 84
0.0102 0.00157205 86
0.0103 0.00167224 85
0.0104 0.00178462 84
0.0105 0.00195826 86
0.0106 0.00221052 87
0.0107 0.0028821 84

K = 8
0.0001 0.000246718 132
0.0002 0.000231834 204
0.0003 0.000221249 180
0.0004 0.00021182 227
0.0005 0.000203689 246
0.0006 0.000197282 175
0.0007 0.000191261 228
0.0008 0.00018561 196
0.0009 0.000180269 292
0.001 0.000175916 293
0.0011 0.00017161 804
0.0012 0.000166827 808
0.0013 0.00016312 872
0.0014 0.000160158 3124
0.0015 0.000156487 2882
0.0016 0.000153164 3682
0.0017 0.000150302 3022
0.0018 0.000147609 5815
0.0019 0.000144348 5200
0.002 0.000142159 4632
0.0021 0.000142862 7683
0.0022 0.00014243 8069
0.0023 0.000141998 9366
0.0024 0.000142875 11420
0.0025 0.000143782 17007
0.0026 0.000144463 16235
0.0027 0.000145951 19390
0.0028 0.000147059 20851
0.0029 0.000149203 27443
0.003 0.00015031 24114
0.0031 0.000151947 21313
0.0032 0.000154275 22709
0.0033 0.000156416 20042
0.0034 0.00015899 19718
0.0035 0.000162229 21553
0.0036 0.000165448 20681
0.0037 0.000168517 20407
0.0038 0.000172199 18733
0.0039 0.00017637 20117
0.004 0.00018061 19615
0.0041 0.000185002 22117
0.0042 0.000188597 15011
0.0043 0.000192749 13888
0.0044 0.000197458 12902
0.0045 0.000202725 10234
0.0046 0.000208549 10565
0.0047 0.000214931 12875
0.0048 0.000221307 9586
0.0049 0.000226734 9828
0.005 0.000232422 6147
0.0051 0.000238566 5368
0.0052 0.000244359 4838
0.0053 0.000249959 3328
0.0054 0.000256249 3067
0.0055 0.000263231 1273
0.0056 0.000270904 1023
0.0057 0.000279267 870
0.0058 0.000287319 809
0.0059 0.000295285 757
0.006 0.000304017 559
0.0061 0.000313517 282
0.0062 0.000323783 235
0.0063 0.000333774 626
0.0064 0.000344312 175
0.0065 0.000355244 221
0.0066 0.000366549 235
0.0067 0.000378744 186
0.0068 0.000391831 196
0.0069 0.000404275 313
0.007 0.000417132 235
0.0071 0.000429819 174
0.0072 0.00044395 177
0.0073 0.000459525 257
0.0074 0.000476545 189
0.0075 0.000491958 404
0.0076 0.000506357 168
0.0077 0.000522343 185
0.0078 0.000539915 271
0.0079 0.000559074 260
0.008 0.000579819 125
0.0081 0.00060215 173
0.0082 0.000626068 198
0.0083 0.000651571 86
0.0084 0.000678662 86
0.0085 0.000707338 88
0.0086 0.000737601 85
0.0087 0.00076945 87
0.0088 0.000802885 87
0.0089 0.000837907 85
0.009 0.000874515 88
0.0091 0.000912726 88
0.0092 0.000952855 85
0.0093 0.000995027 88
0.0094 0.00103924 87
0.0095 0.00108558 84
0.0096 0.00113465 86
0.0097 0.00118817 84
0.0098 0.00124934 85
0.0099 0.00131831 85
0.01 0.00139509 86
0.0101 0.00147967 85
0.0102 0.00157205 88
0.0103 0.00167224 86
0.0104 0.00178462 87
0.0105 0.00195826 85
0.0106 0.00221052 85
0.0107 0.0028821 84

K = 9
0.0001 0.000245286 247
0.0002 0.000230424 149
0.0003 0.000217291 167
0.0004 0.000206988 192
0.0005 0.000198249 256
0.0006 0.000191123 221
0.0007 0.000185668 200
0.0008 0.000179689 240
0.0009 0.000174618 288
0.001 0.000169274 246
0.0011 0.000165212 328
0.0012 0.00016234 864
0.0013 0.00015762 1013
0.0014 0.000154596 3193
0.0015 0.000151055 3328
0.0016 0.000148071 5373
0.0017 0.000145448 4128
0.0018 0.000142776 4950
0.0019 0.000140309 11248
0.002 0.000138227 5157
0.0021 0.000136723 8229
0.0022 0.000137574 7432
0.0023 0.000137927 13534
0.0024 0.000137621 10603
0.0025 0.000138356 12106
0.0026 0.000139896 16066
0.0027 0.000141147 18720
0.0028 0.000142361 19168
0.0029 0.000143717 21600
0.003 0.000145467 25338
0.0031 0.000146779 19541
0.0032 0.000148772 23412
0.0033 0.000151053 20991
0.0034 0.000153319 18744
0.0035 0.000155663 16171
0.0036 0.000158606 25765
0.0037 0.000162129 15190
0.0038 0.000165582 12861
0.0039 0.000169661 14203
0.004 0.000173331 12592
0.0041 0.000177368 11864
0.0042 0.000181901 10780
0.0043 0.000186776 10364
0.0044 0.000191544 9203
0.0045 0.000196579 9648
0.0046 0.000201838 7289
0.0047 0.000206872 8239
0.0048 0.000212149 6079
0.0049 0.000217836 5365
0.005 0.000223943 4675
0.0051 0.000230473 3976
0.0052 0.000237159 3370
0.0053 0.000243419 3355
0.0054 0.000250338 2958
0.0055 0.000257338 2839
0.0056 0.000264199 937
0.0057 0.000271756 796
0.0058 0.000280009 671
0.0059 0.000288957 435
0.006 0.000298308 279
0.0061 0.000307364 260
0.0062 0.000317171 234
0.0063 0.000327528 248
0.0064 0.000338184 290
0.0065 0.000349005 215
0.0066 0.000360177 181
0.0067 0.000372086 232
0.0068 0.000384401 227
0.0069 0.000397236 304
0.007 0.000410615 299
0.0071 0.000424333 287
0.0072 0.000437195 244
0.0073 0.000450759 231
0.0074 0.000465507 148
0.0075 0.000481437 234
0.0076 0.000498549 187
0.0077 0.000516844 168
0.0078 0.000536322 145
0.0079 0.000556982 212
0.008 0.000578825 178
0.0081 0.00060185 184
0.0082 0.000626068 174
0.0083 0.000651571 85
0.0084 0.000678662 92
0.0085 0.000707338 87
0.0086 0.000737601 85
0.0087 0.00076945 90
0.0088 0.000802885 86
0.0089 0.000837907 85
0.009 0.000874515 87
0.0091 0.000912726 86
0.0092 0.000952855 84
0.0093 0.000995027 87
0.0094 0.00103924 86
0.0095 0.00108558 85
0.0096 0.00113465 86
0.0097 0.00118817 85
0.0098 0.00124934 85
0.0099 0.00131831 87
0.01 0.00139509 86
0.0101 0.00147967 84
0.0102 0.00157205 86
0.0103 0.00167224 87
0.0104 0.00178462 84
0.0105 0.00195826 86
0.0106 0.00221052 86
0.0107 0.0028821 83

K = 10
0.0001 0.000244979 279
0.0002 0.00022935 167
0.0003 0.000216928 237
0.0004 0.000205437 317
0.0005 0.000196044 239
0.0006 0.000188248 242
0.0007 0.000180728 208
0.0008 0.000174538 262
0.0009 0.000169677 205
0.001 0.000165751 217
0.0011 0.000161119 342
0.0012 0.000157397 982
0.0013 0.000154148 888
0.0014 0.000149914 2456
0.0015 0.000146603 3534
0.0016 0.000144522 4291
0.0017 0.000141844 4845
0.0018 0.000139272 3940
0.0019 0.000137325 9317
0.002 0.000134997 8345
0.0021 0.000133725 8571
0.0022 0.000133352 14639
0.0023 0.000133784 9476
0.0024 0.000134497 21461
0.0025 0.000135123 13814
0.0026 0.000136005 16082
0.0027 0.000137099 18411
0.0028 0.000138481 22992
0.0029 0.000139616 23927
0.003 0.00014131 23450
0.0031 0.000143148 26136
0.0032 0.000144738 42359
0.0033 0.000146517 20671
0.0034 0.0001484 17629
0.0035 0.000150575 20646
0.0036 0.000153349 9009
0.0037 0.000156719 8674
0.0038 0.000160686 9422
0.0039 0.000164442 9196
0.004 0.000168085 7509
0.0041 0.000172068 6776
0.0042 0.000176547 6433
0.0043 0.000181522 7089
0.0044 0.000186235 6286
0.0045 0.000191233 6190
0.0046 0.00019651 6633
0.0047 0.000201674 5001
0.0048 0.00020717 4592
0.0049 0.00021306 4374
0.005 0.000219367 4409
0.0051 0.00022577 4036
0.0052 0.000232261 3324
0.0053 0.000238563 2950
0.0054 0.000244955 1310
0.0055 0.000251979 1030
0.0056 0.000259635 1141
0.0057 0.00026753 859
0.0058 0.000275668 337
0.0059 0.000284501 281
0.006 0.000293866 267
0.0061 0.000302908 245
0.0062 0.0003127 272
0.0063 0.000323164 248
0.0064 0.000333636 251
0.0065 0.00034428 292
0.0066 0.000355644 161
0.0067 0.000367417 207
0.0068 0.000378863 265
0.0069 0.000391086 167
0.007 0.000404086 210
0.0071 0.000417862 287
0.0072 0.000432338 221
0.0073 0.000446747 266
0.0074 0.000462259 252
0.0075 0.000478872 217
0.0076 0.000496588 248
0.0077 0.000515405 167
0.0078 0.000535324 85
0.0079 0.000556345 88
0.008 0.000578468 87
0.0081 0.000601693 85
0.0082 0.00062602 87
0.0083 0.000651571 86
0.0084 0.000678662 85
0.0085 0.000707338 87
0.0086 0.000737601 88
0.0087 0.00076945 85
0.0088 0.000802885 88
0.0089 0.000837907 87
0.009 0.000874515 84
0.0091 0.000912726 88
0.0092 0.000952855 86
0.0093 0.000995027 85
0.0094 0.00103924 87
0.0095 0.00108558 88
0.0096 0.00113465 85
0.0097 0.00118817 87
0.0098 0.00124934 87
0.0099 0.00131831 85
0.01 0.00139509 87
0.0101 0.00147967 86
0.0102 0.00157205 85
0.0103 0.00167224 88
0.0104 0.00178462 86
0.0105 0.00195826 84
0.0106 0.00221052 86
0.0107 0.0028821 84

