K = 2
0.0033 0.000557568 476
0.0034 0.000567526 472
0.0035 0.000581111 465
0.0036 0.000598324 449
0.0037 0.000619164 415
0.0038 0.000616259 416
0.0039 0.000628954 455
0.004 0.000651726 432
0.0041 0.00069771 450
0.0042 0.000736277 460
0.0043 0.000798497 412
0.0044 0.000884369 420
0.0045 0.000979318 418
0.0046 0.00108349 353
0.0047 0.00130846 354
0.0048 0.00165442 355

K = 4
0.0001 0.000362984 510
0.0002 0.000357974 629
0.0003 0.000353947 949
0.0004 0.000350903 505
0.0005 0.000348841 501
0.0006 0.000347762 544
0.0007 0.000347286 543
0.0008 0.000347576 495
0.0009 0.000348906 651
0.001 0.000351276 511
0.0011 0.000354686 572
0.0012 0.000359136 551
0.0013 0.000364626 506
0.0014 0.000368738 585
0.0015 0.000372036 613
0.0016 0.000376072 497
0.0017 0.000380705 530
0.0018 0.00038673 510
0.0019 0.000394148 515
0.002 0.000402957 524
0.0021 0.000411591 585
0.0022 0.000419807 566
0.0023 0.000429017 674
0.0024 0.000437002 940
0.0025 0.000445156 605
0.0026 0.00045482 545
0.0027 0.000465993 549
0.0028 0.000476799 586
0.0029 0.000484715 527
0.003 0.000493708 575
0.0031 0.000503859 499
0.0032 0.000515169 834
0.0033 0.000525431 471
0.0034 0.000533666 508
0.0035 0.000545484 497
0.0036 0.000560884 562
0.0037 0.000579867 459
0.0038 0.000594804 456
0.0039 0.000607252 454
0.004 0.000641042 391
0.0041 0.00066861 398
0.0042 0.000716708 510
0.0043 0.000773066 413
0.0044 0.00085231 416
0.0045 0.00095444 357
0.0046 0.00108349 348
0.0047 0.00130846 349
0.0048 0.00165442 350

K = 5
0.0001 0.000333657 520
0.0002 0.000330367 491
0.0003 0.000328008 590
0.0004 0.000326579 657
0.0005 0.000326082 569
0.0006 0.000326515 948
0.0007 0.000327879 475
0.0008 0.000330174 546
0.0009 0.0003334 622
0.001 0.000337557 604
0.0011 0.000342644 649
0.0012 0.000347287 560
0.0013 0.000350798 643
0.0014 0.000354776 654
0.0015 0.000359579 607
0.0016 0.000363801 636
0.0017 0.000367297 504
0.0018 0.000371833 519
0.0019 0.000377408 534
0.002 0.000384022 501
0.0021 0.000391521 637
0.0022 0.000399287 643
0.0023 0.000408133 606
0.0024 0.00041806 533
0.0025 0.000428745 577
0.0026 0.000437828 539
0.0027 0.00044523 540
0.0028 0.000453712 613
0.0029 0.000463285 512
0.003 0.000473948 542
0.0031 0.000485701 491
0.0032 0.000498545 507
0.0033 0.000511179 555
0.0034 0.000524483 518
0.0035 0.000534923 571
0.0036 0.000547955 458
0.0037 0.000564331 452
0.0038 0.000581783 525
0.0039 0.000602471 485
0.004 0.00062697 443
0.0041 0.000661394 411
0.0042 0.000704758 422
0.0043 0.000768048 359
0.0044 0.000851262 354
0.0045 0.00095444 353
0.0046 0.00108349 353
0.0047 0.00130846 357
0.0048 0.00165442 352

K = 6
0.0001 0.000322688 501
0.0002 0.000320876 540
0.0003 0.000319889 494
0.0004 0.000319725 531
0.0005 0.000320386 448
0.0006 0.00032187 525
0.0007 0.000323908 574
0.0008 0.000324843 485
0.0009 0.000326508 640
0.001 0.000328904 639
0.0011 0.000332031 933
0.0012 0.000335889 766
0.0013 0.000340478 931
0.0014 0.000345307 570
0.0015 0.000349438 555
0.0016 0.00035433 735
0.0017 0.000359984 583
0.0018 0.000365468 652
0.0019 0.000370444 516
0.002 0.000376432 623
0.0021 0.000383379 630
0.0022 0.00038982 529
0.0023 0.000397031 618
0.0024 0.000405011 656
0.0025 0.000413761 1160
0.0026 0.000423279 472
0.0027 0.000433568 500
0.0028 0.000444625 464
0.0029 0.000454163 483
0.003 0.000464193 860
0.0031 0.000475291 567
0.0032 0.000487459 503
0.0033 0.000500695 491
0.0034 0.000514979 502
0.0035 0.0005284 470
0.0036 0.000541512 503
0.0037 0.000557967 516
0.0038 0.000577765 463
0.0039 0.000597646 408
0.004 0.000625136 417
0.0041 0.000657846 473
0.0042 0.00070474 355
0.0043 0.000768048 356
0.0044 0.000851262 359
0.0045 0.00095444 354
0.0046 0.00108349 351
0.0047 0.00130846 349
0.0048 0.00165442 351

K = 7
0.0001 0.000319318 498
0.0002 0.000317753 494
0.0003 0.000317001 493
0.0004 0.000317065 568
0.0005 0.000317203 712
0.0006 0.000317603 670
0.0007 0.000318668 497
0.0008 0.000320171 590
0.0009 0.000322185 566
0.001 0.000324917 528
0.0011 0.000328366 565
0.0012 0.000331597 547
0.0013 0.000335388 577
0.0014 0.000339843 574
0.0015 0.00034496 668
0.0016 0.000349694 593
0.0017 0.000354716 662
0.0018 0.000360149 700
0.0019 0.000365862 579
0.002 0.000371508 662
0.0021 0.000377602 633
0.0022 0.000384632 525
0.0023 0.00039159 601
0.0024 0.000399051 497
0.0025 0.000407258 580
0.0026 0.000416211 504
0.0027 0.00042591 548
0.0028 0.000436355 471
0.0029 0.000447545 496
0.003 0.000458826 483
0.0031 0.000469786 493
0.0032 0.000481813 648
0.0033 0.000494907 485
0.0034 0.000509068 470
0.0035 0.000523963 527
0.0036 0.000539346 532
0.0037 0.000557266 500
0.0038 0.000576347 443
0.0039 0.000596653 452
0.004 0.000622031 360
0.0041 0.000657735 355
0.0042 0.00070474 356
0.0043 0.000768048 352
0.0044 0.000851262 355
0.0045 0.00095444 354
0.0046 0.00108349 352
0.0047 0.00130846 351
0.0048 0.00165442 354

K = 8
0.0001 0.000318467 481
0.0002 0.000316434 636
0.0003 0.000314974 495
0.0004 0.000314177 606
0.0005 0.000314042 555
0.0006 0.00031457 483
0.0007 0.000315761 638
0.0008 0.000317614 480
0.0009 0.00032007 714
0.001 0.000322282 532
0.0011 0.000325155 573
0.0012 0.000328688 597
0.0013 0.000332314 532
0.0014 0.000336284 595
0.0015 0.000340881 1072
0.0016 0.000346106 655
0.0017 0.000351356 679
0.0018 0.000356504 561
0.0019 0.000362321 564
0.002 0.000368256 535
0.0021 0.000374444 556
0.0022 0.000381206 518
0.0023 0.000387972 618
0.0024 0.000395254 487
0.0025 0.000403277 460
0.0026 0.000412042 541
0.0027 0.000421549 532
0.0028 0.000431797 505
0.0029 0.000442786 494
0.003 0.000454532 528
0.0031 0.0004661 474
0.0032 0.000478689 440
0.0033 0.000492299 481
0.0034 0.000506929 485
0.0035 0.000522419 481
0.0036 0.000539346 466
0.0037 0.000556454 450
0.0038 0.000575545 457
0.0039 0.000596653 452
0.004 0.000622031 356
0.0041 0.000657735 356
0.0042 0.00070474 356
0.0043 0.000768048 352
0.0044 0.000851262 357
0.0045 0.00095444 371
0.0046 0.00108349 352
0.0047 0.00130846 351
0.0048 0.00165442 364

K = 9
0.0001 0.000318467 588
0.0002 0.000316095 536
0.0003 0.000314513 685
0.0004 0.000313608 549
0.0005 0.00031357 560
0.0006 0.000313422 514
0.0007 0.000314247 513
0.0008 0.000315685 534
0.0009 0.000317735 584
0.001 0.000320397 589
0.0011 0.000323671 496
0.0012 0.000327201 621
0.0013 0.000330884 631
0.0014 0.000334432 533
0.0015 0.000338554 1006
0.0016 0.000343249 562
0.0017 0.000348517 550
0.0018 0.000354178 588
0.0019 0.00035975 572
0.002 0.000365549 498
0.0021 0.000371817 545
0.0022 0.000378632 566
0.0023 0.000385252 471
0.0024 0.000392612 468
0.0025 0.000400712 536
0.0026 0.000409553 573
0.0027 0.000419134 511
0.0028 0.000429455 581
0.0029 0.000440516 614
0.003 0.000452607 557
0.0031 0.000464992 598
0.0032 0.000478689 517
0.0033 0.000492299 476
0.0034 0.000506792 568
0.0035 0.000522069 573
0.0036 0.000538972 503
0.0037 0.000556006 361
0.0038 0.000575193 358
0.0039 0.000596408 356
0.004 0.000622031 353
0.0041 0.000657735 358
0.0042 0.00070474 355
0.0043 0.000768048 355
0.0044 0.000851262 356
0.0045 0.00095444 353
0.0046 0.00108349 355
0.0047 0.00130846 353
0.0048 0.00165442 360

K = 10
0.0001 0.000317897 637
0.0002 0.000315651 619
0.0003 0.000314117 501
0.0004 0.00031341 461
0.0005 0.000312673 777
0.0006 0.000313422 501
0.0007 0.000314247 515
0.0008 0.000315685 547
0.0009 0.000317129 522
0.001 0.000319558 657
0.0011 0.000322463 648
0.0012 0.000325914 501
0.0013 0.000329751 584
0.0014 0.000333429 556
0.0015 0.000337343 624
0.0016 0.00034181 521
0.0017 0.000346831 595
0.0018 0.000352406 595
0.0019 0.000357946 549
0.002 0.000363584 956
0.0021 0.000369797 622
0.0022 0.000376584 519
0.0023 0.000383945 619
0.0024 0.000391781 533
0.0025 0.000399959 477
0.0026 0.000409553 534
0.0027 0.000418523 519
0.0028 0.000429455 485
0.0029 0.000440996 489
0.003 0.000452607 481
0.0031 0.000464491 502
0.0032 0.000477824 539
0.0033 0.000491886 490
0.0034 0.000506487 355
0.0035 0.000522052 535
0.0036 0.000538524 362
0.0037 0.000556006 364
0.0038 0.000575193 359
0.0039 0.000596408 354
0.004 0.000622031 356
0.0041 0.000657735 353
0.0042 0.00070474 357
0.0043 0.000768048 354
0.0044 0.000851262 358
0.0045 0.00095444 352
0.0046 0.00108349 353
0.0047 0.00130846 360
0.0048 0.00165442 357

