K = 2
0.0035 0.000253729 849
0.0036 0.000257241 779
0.0037 0.000261315 194
0.0038 0.00026595 450
0.0039 0.000271148 501
0.004 0.000276908 269
0.0041 0.000283229 477
0.0042 0.000288811 804
0.0043 0.000291722 1057
0.0044 0.000295367 176
0.0045 0.000299749 484
0.0046 0.000304865 912
0.0047 0.000310718 1217
0.0048 0.000317305 706
0.0049 0.000324628 761
0.005 0.000332687 259
0.0051 0.000341481 516
0.0052 0.00035101 870
0.0053 0.000353421 1167
0.0054 0.000355959 205
0.0055 0.000358958 1552
0.0056 0.000362415 459
0.0057 0.000366332 171
0.0058 0.000370709 212
0.0059 0.000375545 124
0.006 0.000380841 182
0.0061 0.000386596 250
0.0062 0.000392811 609
0.0063 0.000399486 140
0.0064 0.000406619 235
0.0065 0.000414213 276
0.0066 0.000422266 162
0.0067 0.000430778 168
0.0068 0.00043975 130
0.0069 0.000449182 206
0.007 0.000459073 331
0.0071 0.000469423 231
0.0072 0.000480233 180
0.0073 0.000491503 101
0.0074 0.000503232 95
0.0075 0.00051542 184
0.0076 0.000528068 614
0.0077 0.000541176 101
0.0078 0.000554743 99
0.0079 0.00056877 238
0.008 0.000583256 238
0.0081 0.000598202 267
0.0082 0.000612467 123
0.0083 0.000624171 96
0.0084 0.000635872 300
0.0085 0.000653457 268
0.0086 0.000671014 170
0.0087 0.000687391 764
0.0088 0.000702414 409
0.0089 0.000703517 300
0.009 0.000707714 120
0.0091 0.000715006 95
0.0092 0.000725393 281
0.0093 0.000738874 188
0.0094 0.000722235 124
0.0095 0.000713811 196
0.0096 0.0007154 117
0.0097 0.000727001 87
0.0098 0.000748615 87
0.0099 0.000780241 155
0.01 0.00082188 72
0.0101 0.000873532 69
0.0102 0.000935197 72
0.0103 0.00100687 71
0.0104 0.00108856 71
0.0105 0.00118031 70
0.0106 0.00129378 70
0.0107 0.00143792 78
0.0108 0.00161275 70
0.0109 0.00181826 71
0.011 0.00205446 70
0.0111 0.00232134 70
0.0112 0.00261891 71

K = 4
0.0001 0.000289888 310
0.0002 0.000282852 201
0.0003 0.000273259 241
0.0004 0.000265033 402
0.0005 0.000258856 288
0.0006 0.000254728 282
0.0007 0.000252648 496
0.0008 0.000247835 421
0.0009 0.000242491 410
0.001 0.000235955 445
0.0011 0.000232703 370
0.0012 0.000224238 519
0.0013 0.000217181 497
0.0014 0.000214039 529
0.0015 0.000211729 822
0.0016 0.000214978 927
0.0017 0.000213314 921
0.0018 0.00020752 527
0.0019 0.000203184 555
0.002 0.000200979 428
0.0021 0.000200905 353
0.0022 0.000202516 354
0.0023 0.000203723 320
0.0024 0.000205074 368
0.0025 0.000203987 372
0.0026 0.000203714 350
0.0027 0.000204265 431
0.0028 0.000205673 388
0.0029 0.000207088 516
0.003 0.000208472 647
0.0031 0.000208618 297
0.0032 0.000209322 393
0.0033 0.000210583 373
0.0034 0.000212402 398
0.0035 0.000214779 264
0.0036 0.000217713 259
0.0037 0.000221205 354
0.0038 0.000225255 224
0.0039 0.000229862 412
0.004 0.000235027 263
0.0041 0.00024075 329
0.0042 0.000247031 318
0.0043 0.000252639 393
0.0044 0.000256489 307
0.0045 0.000260937 308
0.0046 0.000264808 367
0.0047 0.000268993 307
0.0048 0.000273492 407
0.0049 0.000278305 284
0.005 0.000283433 215
0.0051 0.000288874 317
0.0052 0.000294629 240
0.0053 0.000299338 181
0.0054 0.000303929 552
0.0055 0.000308938 245
0.0056 0.000314368 256
0.0057 0.000320218 358
0.0058 0.000324898 240
0.0059 0.000328921 255
0.006 0.000333396 208
0.0061 0.000338324 369
0.0062 0.000343705 223
0.0063 0.000349537 225
0.0064 0.000355822 163
0.0065 0.00036256 240
0.0066 0.000369749 190
0.0067 0.000377391 241
0.0068 0.000384033 612
0.0069 0.0003905 397
0.007 0.000397351 538
0.0071 0.000404583 681
0.0072 0.000412199 332
0.0073 0.000420197 110
0.0074 0.000428578 513
0.0075 0.000437342 371
0.0076 0.000445924 337
0.0077 0.000452665 355
0.0078 0.000460067 187
0.0079 0.00046813 380
0.008 0.000476854 178
0.0081 0.000486239 104
0.0082 0.000496284 110
0.0083 0.000506991 97
0.0084 0.000518358 108
0.0085 0.000530386 94
0.0086 0.000543068 198
0.0087 0.000543244 139
0.0088 0.000546429 159
0.0089 0.000552625 180
0.009 0.000561831 97
0.0091 0.000574047 170
0.0092 0.000589273 90
0.0093 0.00060751 175
0.0094 0.000628756 159
0.0095 0.000653013 269
0.0096 0.000680281 70
0.0097 0.000710558 70
0.0098 0.000743846 71
0.0099 0.000780143 70
0.01 0.00082188 71
0.0101 0.000873532 70
0.0102 0.000935197 70
0.0103 0.00100687 74
0.0104 0.00108856 70
0.0105 0.00118031 70
0.0106 0.00129378 69
0.0107 0.00143792 69
0.0108 0.00161275 70
0.0109 0.00181826 71
0.011 0.00205446 70
0.0111 0.00232134 70
0.0112 0.00261891 73

K = 5
0.0001 0.000262365 279
0.0002 0.000255567 577
0.0003 0.000248524 302
0.0004 0.00024333 359
0.0005 0.000239478 758
0.0006 0.000234234 769
0.0007 0.000229529 695
0.0008 0.000222934 662
0.0009 0.000217568 661
0.001 0.000213432 1277
0.0011 0.000210525 817
0.0012 0.000206718 898
0.0013 0.000201086 795
0.0014 0.000199776 1085
0.0015 0.000199184 1072
0.0016 0.000194167 1192
0.0017 0.000189925 1186
0.0018 0.000186587 513
0.0019 0.000185099 403
0.002 0.000185459 723
0.0021 0.000187669 937
0.0022 0.00018843 822
0.0023 0.000188265 875
0.0024 0.000187576 882
0.0025 0.000187878 851
0.0026 0.000189028 857
0.0027 0.000189979 848
0.0028 0.000190576 845
0.0029 0.000191559 765
0.003 0.000192972 1175
0.0031 0.000193781 1147
0.0032 0.000194372 800
0.0033 0.000194338 322
0.0034 0.000194573 276
0.0035 0.000195291 576
0.0036 0.000196494 322
0.0037 0.00019818 259
0.0038 0.00020035 351
0.0039 0.000203005 225
0.004 0.000206143 277
0.0041 0.000209765 299
0.0042 0.000213871 280
0.0043 0.000218462 553
0.0044 0.000223536 229
0.0045 0.000229094 493
0.0046 0.000235136 1162
0.0047 0.000241244 302
0.0048 0.000245962 765
0.0049 0.00024982 1123
0.005 0.000253975 723
0.0051 0.000257884 264
0.0052 0.000262025 535
0.0053 0.000266558 588
0.0054 0.000271482 923
0.0055 0.000276156 480
0.0056 0.000280144 401
0.0057 0.000284562 179
0.0058 0.00028941 973
0.0059 0.000294688 186
0.006 0.000300395 868
0.0061 0.000306533 539
0.0062 0.000312939 144
0.0063 0.000316622 746
0.0064 0.000320685 605
0.0065 0.000325127 435
0.0066 0.000329949 1022
0.0067 0.000335151 129
0.0068 0.000340733 664
0.0069 0.000346694 787
0.007 0.000353036 508
0.0071 0.000359757 493
0.0072 0.000366858 802
0.0073 0.000374338 492
0.0074 0.000382198 658
0.0075 0.000390432 783
0.0076 0.000396846 582
0.0077 0.00040392 122
0.0078 0.000411654 537
0.0079 0.000420048 231
0.008 0.000429101 525
0.0081 0.000438814 120
0.0082 0.000449187 653
0.0083 0.00046022 371
0.0084 0.000471913 98
0.0085 0.00048414 273
0.0086 0.000496524 511
0.0087 0.000508307 97
0.0088 0.000519182 99
0.0089 0.000532113 814
0.009 0.0005471 93
0.0091 0.000564142 72
0.0092 0.000583239 73
0.0093 0.000604393 75
0.0094 0.000627602 74
0.0095 0.000652866 74
0.0096 0.000680281 72
0.0097 0.000710558 79
0.0098 0.000743846 72
0.0099 0.000780143 72
0.01 0.00082188 70
0.0101 0.000873532 70
0.0102 0.000935197 72
0.0103 0.00100687 71
0.0104 0.00108856 72
0.0105 0.00118031 70
0.0106 0.00129378 70
0.0107 0.00143792 70
0.0108 0.00161275 72
0.0109 0.00181826 74
0.011 0.00205446 71
0.0111 0.00232134 74
0.0112 0.00261891 70

K = 6
0.0001 0.00024471 1037
0.0002 0.000239649 617
0.0003 0.000235566 683
0.0004 0.000230126 1214
0.0005 0.000225182 2144
0.0006 0.000219829 961
0.0007 0.000214929 934
0.0008 0.000210243 964
0.0009 0.000206319 1840
0.001 0.000202538 1517
0.0011 0.00019974 1398
0.0012 0.000195913 1234
0.0013 0.000191847 1912
0.0014 0.000188314 1428
0.0015 0.000183795 1944
0.0016 0.000180403 1769
0.0017 0.000177912 1600
0.0018 0.000176997 1581
0.0019 0.000176581 1326
0.002 0.000175686 1392
0.0021 0.000175129 1832
0.0022 0.000173918 908
0.0023 0.000173634 1681
0.0024 0.000174277 1202
0.0025 0.000175847 1178
0.0026 0.000177402 1562
0.0027 0.000178048 1674
0.0028 0.000179027 893
0.0029 0.000178432 1724
0.003 0.000178735 1573
0.0031 0.000179221 898
0.0032 0.000180086 1981
0.0033 0.000181352 1126
0.0034 0.000183018 336
0.0035 0.00018362 792
0.0036 0.000184347 366
0.0037 0.000185548 693
0.0038 0.000187224 426
0.0039 0.000189374 593
0.004 0.000191998 569
0.0041 0.000195097 285
0.0042 0.000197848 697
0.0043 0.000200294 192
0.0044 0.00020309 1095
0.0045 0.000206235 506
0.0046 0.000209729 679
0.0047 0.000213573 663
0.0048 0.000217766 779
0.0049 0.000222309 349
0.005 0.000227201 579
0.0051 0.000232442 432
0.0052 0.000238033 297
0.0053 0.000243973 596
0.0054 0.000249399 488
0.0055 0.000253613 579
0.0056 0.000257963 211
0.0057 0.000262562 522
0.0058 0.00026566 393
0.0059 0.00026906 562
0.006 0.000272819 181
0.0061 0.000276936 745
0.0062 0.000281411 488
0.0063 0.000286244 598
0.0064 0.000291436 493
0.0065 0.000296987 519
0.0066 0.000302896 966
0.0067 0.000309163 1368
0.0068 0.000315788 833
0.0069 0.000322772 630
0.007 0.000330114 335
0.0071 0.000336664 954
0.0072 0.000343315 224
0.0073 0.000350484 787
0.0074 0.00035819 140
0.0075 0.000366434 297
0.0076 0.000375214 364
0.0077 0.000384531 476
0.0078 0.000394385 159
0.0079 0.000404777 722
0.008 0.000415705 461
0.0081 0.000425595 176
0.0082 0.000435779 508
0.0083 0.000446779 94
0.0084 0.000458595 137
0.0085 0.000471225 569
0.0086 0.000484672 154
0.0087 0.000498933 518
0.0088 0.00051401 119
0.0089 0.000529903 72
0.009 0.000546611 73
0.0091 0.000564142 75
0.0092 0.000583239 75
0.0093 0.000604393 72
0.0094 0.000627602 73
0.0095 0.000652866 74
0.0096 0.000680281 77
0.0097 0.000710558 75
0.0098 0.000743846 73
0.0099 0.000780143 73
0.01 0.00082188 75
0.0101 0.000873532 71
0.0102 0.000935197 76
0.0103 0.00100687 72
0.0104 0.00108856 74
0.0105 0.00118031 76
0.0106 0.00129378 70
0.0107 0.00143792 72
0.0108 0.00161275 73
0.0109 0.00181826 73
0.011 0.00205446 73
0.0111 0.00232134 72
0.0112 0.00261891 72

K = 7
0.0001 0.000234003 644
0.0002 0.000228687 826
0.0003 0.000224384 1640
0.0004 0.000220054 1674
0.0005 0.000214665 1238
0.0006 0.000210239 1724
0.0007 0.000205783 3355
0.0008 0.000200459 1995
0.0009 0.000196592 1663
0.001 0.000193261 2699
0.0011 0.000188837 1001
0.0012 0.000185138 1741
0.0013 0.000182165 1324
0.0014 0.000178744 1767
0.0015 0.000175498 1476
0.0016 0.000173544 1119
0.0017 0.000170625 1486
0.0018 0.000168554 2221
0.0019 0.000167506 3505
0.002 0.000166841 1584
0.0021 0.000166749 1378
0.0022 0.000165826 1355
0.0023 0.000165825 2100
0.0024 0.000166746 1284
0.0025 0.000167211 1759
0.0026 0.000167547 2027
0.0027 0.00016786 1946
0.0028 0.000167987 1352
0.0029 0.000168483 1098
0.003 0.000169346 1015
0.0031 0.000169838 782
0.0032 0.000170252 1237
0.0033 0.000171055 794
0.0034 0.000172247 380
0.0035 0.000172814 1031
0.0036 0.000173834 622
0.0037 0.000175325 270
0.0038 0.000177286 792
0.0039 0.000179717 364
0.004 0.0001825 588
0.0041 0.000184388 1200
0.0042 0.000186624 199
0.0043 0.000189209 764
0.0044 0.000192143 524
0.0045 0.000195425 994
0.0046 0.000199055 1201
0.0047 0.000203034 225
0.0048 0.000205928 783
0.0049 0.000208866 224
0.005 0.00021205 589
0.0051 0.000215482 149
0.0052 0.000219162 672
0.0053 0.000223088 1496
0.0054 0.000227262 406
0.0055 0.000231684 751
0.0056 0.000236353 359
0.0057 0.000241269 968
0.0058 0.000246432 154
0.0059 0.000250675 886
0.006 0.00025504 191
0.0061 0.000259753 652
0.0062 0.000264813 812
0.0063 0.000270223 572
0.0064 0.00027598 763
0.0065 0.000282086 694
0.0066 0.000288539 515
0.0067 0.000295342 108
0.0068 0.000302492 187
0.0069 0.00030999 522
0.007 0.000317837 1037
0.0071 0.000326032 148
0.0072 0.000333549 724
0.0073 0.000341069 460
0.0074 0.000349089 220
0.0075 0.000357567 1409
0.0076 0.000366379 1135
0.0077 0.000375728 111
0.0078 0.000385614 290
0.0079 0.000396037 96
0.008 0.000406997 365
0.0081 0.000418494 210
0.0082 0.000430528 506
0.0083 0.000443099 93
0.0084 0.000456829 128
0.0085 0.000469851 426
0.0086 0.000484423 718
0.0087 0.000498933 629
0.0088 0.000514008 73
0.0089 0.000529903 77
0.009 0.000546611 75
0.0091 0.000564142 73
0.0092 0.000583239 79
0.0093 0.000604393 73
0.0094 0.000627602 75
0.0095 0.000652866 75
0.0096 0.000680281 72
0.0097 0.000710558 73
0.0098 0.000743846 75
0.0099 0.000780143 71
0.01 0.00082188 72
0.0101 0.000873532 73
0.0102 0.000935197 72
0.0103 0.00100687 75
0.0104 0.00108856 76
0.0105 0.00118031 71
0.0106 0.00129378 72
0.0107 0.00143792 71
0.0108 0.00161275 73
0.0109 0.00181826 70
0.011 0.00205446 74
0.0111 0.00232134 73
0.0112 0.00261891 72

K = 8
0.0001 0.000224673 614
0.0002 0.000220141 1012
0.0003 0.000216084 1714
0.0004 0.000210975 1378
0.0005 0.000205961 2874
0.0006 0.000201749 3455
0.0007 0.000197391 3437
0.0008 0.000193159 2953
0.0009 0.000188373 3051
0.001 0.000185101 1874
0.0011 0.00018244 2393
0.0012 0.000178656 4357
0.0013 0.000175575 2562
0.0014 0.000172657 3472
0.0015 0.000169859 2983
0.0016 0.000166938 1669
0.0017 0.000164158 1830
0.0018 0.000162087 1429
0.0019 0.000161507 713
0.002 0.000161633 1785
0.0021 0.000160072 1709
0.0022 0.000158891 1650
0.0023 0.000158627 1581
0.0024 0.00015928 1043
0.0025 0.000160185 1189
0.0026 0.000160404 1523
0.0027 0.00016096 3642
0.0028 0.000161689 1592
0.0029 0.000161717 1745
0.003 0.000161835 1465
0.0031 0.000162328 495
0.0032 0.000163114 664
0.0033 0.000163918 738
0.0034 0.000165111 492
0.0035 0.000166695 406
0.0036 0.000168366 749
0.0037 0.000170386 670
0.0038 0.000172559 1981
0.0039 0.000173852 453
0.004 0.000175493 576
0.0041 0.000177482 825
0.0042 0.000179818 590
0.0043 0.000182502 958
0.0044 0.000185535 726
0.0045 0.00018824 1120
0.0046 0.000190605 179
0.0047 0.000193216 700
0.0048 0.000196073 431
0.0049 0.000199176 653
0.005 0.000202525 198
0.0051 0.00020612 649
0.0052 0.000209961 1153
0.0053 0.000214048 838
0.0054 0.00021838 960
0.0055 0.000222959 169
0.0056 0.000227784 238
0.0057 0.000232753 984
0.0058 0.000237863 141
0.0059 0.000242386 1065
0.006 0.000247243 215
0.0061 0.000252433 424
0.0062 0.000257955 923
0.0063 0.000263811 225
0.0064 0.000270001 1092
0.0065 0.000276523 136
0.0066 0.000283302 1461
0.0067 0.000289899 483
0.0068 0.000296841 396
0.0069 0.000304127 212
0.007 0.000311757 190
0.0071 0.000319485 249
0.0072 0.000327378 286
0.0073 0.00033555 1042
0.0074 0.000344186 702
0.0075 0.000353287 718
0.0076 0.000362852 146
0.0077 0.000372881 764
0.0078 0.000383374 110
0.0079 0.000394332 853
0.008 0.000405753 629
0.0081 0.000417983 109
0.0082 0.000430389 450
0.0083 0.000442804 486
0.0084 0.000456078 143
0.0085 0.000470216 486
0.0086 0.000484018 77
0.0087 0.000498752 73
0.0088 0.000514008 73
0.0089 0.000529903 76
0.009 0.000546611 73
0.0091 0.000564142 73
0.0092 0.000583239 77
0.0093 0.000604393 82
0.0094 0.000627602 73
0.0095 0.000652866 75
0.0096 0.000680281 70
0.0097 0.000710558 73
0.0098 0.000743846 73
0.0099 0.000780143 73
0.01 0.00082188 72
0.0101 0.000873532 74
0.0102 0.000935197 71
0.0103 0.00100687 71
0.0104 0.00108856 71
0.0105 0.00118031 71
0.0106 0.00129378 70
0.0107 0.00143792 72
0.0108 0.00161275 72
0.0109 0.00181826 73
0.011 0.00205446 71
0.0111 0.00232134 71
0.0112 0.00261891 71

K = 9
0.0001 0.000218546 713
0.0002 0.000213608 708
0.0003 0.000208944 698
0.0004 0.000204199 2447
0.0005 0.000200026 3158
0.0006 0.000195914 2663
0.0007 0.000190851 940
0.0008 0.000186331 3585
0.0009 0.000182397 1147
0.001 0.000179048 2163
0.0011 0.000176203 2172
0.0012 0.000172602 2295
0.0013 0.00016987 1357
0.0014 0.000166462 926
0.0015 0.00016381 4125
0.0016 0.000161115 841
0.0017 0.000158396 531
0.0018 0.00015711 374
0.0019 0.000157259 252
0.002 0.000155855 330
0.0021 0.000154454 835
0.0022 0.000153929 348
0.0023 0.000154281 740
0.0024 0.000154206 431
0.0025 0.000154629 291
0.0026 0.000154703 320
0.0027 0.00015473 356
0.0028 0.000155118 256
0.0029 0.000155867 378
0.003 0.000156373 629
0.0031 0.000156817 707
0.0032 0.000157636 514
0.0033 0.000158831 683
0.0034 0.000160401 1076
0.0035 0.00016206 409
0.0036 0.000163682 728
0.0037 0.00016538 963
0.0038 0.00016674 468
0.0039 0.000168432 918
0.004 0.000170459 735
0.0041 0.000172819 856
0.0042 0.000175513 565
0.0043 0.000177795 635
0.0044 0.000179847 975
0.0045 0.000182093 665
0.0046 0.000184583 913
0.0047 0.000187318 961
0.0048 0.000190297 1018
0.0049 0.000193521 1118
0.005 0.00019699 425
0.0051 0.000200678 469
0.0052 0.000204484 919
0.0053 0.000208534 276
0.0054 0.000212831 986
0.0055 0.000217374 1014
0.0056 0.000222162 822
0.0057 0.000227197 1149
0.0058 0.000232364 384
0.0059 0.000237478 402
0.006 0.000242719 139
0.0061 0.000248217 518
0.0062 0.000253817 561
0.0063 0.000259545 744
0.0064 0.000265598 527
0.0065 0.000271978 526
0.0066 0.000278683 980
0.0067 0.000285663 559
0.0068 0.000292964 905
0.0069 0.000300564 174
0.007 0.000308056 563
0.0071 0.000315957 511
0.0072 0.00032427 277
0.0073 0.000332993 764
0.0074 0.000342126 850
0.0075 0.00035167 259
0.0076 0.000361625 148
0.0077 0.00037199 251
0.0078 0.000382766 247
0.0079 0.000393952 708
0.008 0.000406205 424
0.0081 0.000417381 115
0.0082 0.000429802 512
0.0083 0.000442676 72
0.0084 0.000456002 73
0.0085 0.000469782 74
0.0086 0.000484018 74
0.0087 0.000498752 75
0.0088 0.000514008 77
0.0089 0.000529903 72
0.009 0.000546611 74
0.0091 0.000564142 73
0.0092 0.000583239 75
0.0093 0.000604393 73
0.0094 0.000627602 74
0.0095 0.000652866 74
0.0096 0.000680281 74
0.0097 0.000710558 73
0.0098 0.000743846 71
0.0099 0.000780143 73
0.01 0.00082188 74
0.0101 0.000873532 71
0.0102 0.000935197 73
0.0103 0.00100687 74
0.0104 0.00108856 73
0.0105 0.00118031 71
0.0106 0.00129378 72
0.0107 0.00143792 70
0.0108 0.00161275 70
0.0109 0.00181826 72
0.011 0.00205446 74
0.0111 0.00232134 72
0.0112 0.00261891 73

K = 10
0.0001 0.000213502 507
0.0002 0.000208383 1010
0.0003 0.000203603 587
0.0004 0.000199255 1149
0.0005 0.000194873 357
0.0006 0.000189959 3502
0.0007 0.000185583 548
0.0008 0.000181744 2220
0.0009 0.00017808 1419
0.001 0.000174449 4507
0.0011 0.000171273 309
0.0012 0.000167834 352
0.0013 0.000164506 255
0.0014 0.000161431 449
0.0015 0.000159101 966
0.0016 0.000157439 266
0.0017 0.000155658 258
0.0018 0.000154853 339
0.0019 0.000152905 261
0.002 0.000151708 259
0.0021 0.000151262 252
0.0022 0.000150979 973
0.0023 0.000150429 1521
0.0024 0.000150227 1207
0.0025 0.000150066 551
0.0026 0.000150451 295
0.0027 0.000150584 364
0.0028 0.000150604 297
0.0029 0.00015097 238
0.003 0.000151454 356
0.0031 0.000151942 332
0.0032 0.000152806 188
0.0033 0.000154044 334
0.0034 0.000155657 199
0.0035 0.000157646 559
0.0036 0.000159474 214
0.0037 0.00016116 331
0.0038 0.000163132 258
0.0039 0.000165389 273
0.004 0.000167094 2272
0.0041 0.000168612 793
0.0042 0.000170369 239
0.0043 0.000172365 293
0.0044 0.000174601 178
0.0045 0.000177076 230
0.0046 0.000179792 381
0.0047 0.000182746 297
0.0048 0.00018594 211
0.0049 0.000189374 238
0.005 0.000192894 199
0.0051 0.000196562 234
0.0052 0.000200474 168
0.0053 0.000204631 280
0.0054 0.000209032 194
0.0055 0.000213678 168
0.0056 0.000218568 272
0.0057 0.000223525 195
0.0058 0.000228557 174
0.0059 0.000233884 157
0.006 0.000239087 143
0.0061 0.000244462 141
0.0062 0.000250152 324
0.0063 0.000256157 249
0.0064 0.000262477 168
0.0065 0.000269023 160
0.0066 0.000275818 199
0.0067 0.000282937 122
0.0068 0.000290381 220
0.0069 0.000298149 167
0.007 0.000306173 180
0.0071 0.000314375 234
0.0072 0.000322962 125
0.0073 0.000331933 213
0.0074 0.000341288 195
0.0075 0.000350967 190
0.0076 0.000361018 199
0.0077 0.000371472 176
0.0078 0.000382667 99
0.0079 0.000393591 166
0.008 0.000405413 109
0.0081 0.000417323 154
0.0082 0.000430097 178
0.0083 0.000442676 69
0.0084 0.000456002 74
0.0085 0.000469782 74
0.0086 0.000484018 70
0.0087 0.000498752 73
0.0088 0.000514008 71
0.0089 0.000529903 69
0.009 0.000546611 70
0.0091 0.000564142 71
0.0092 0.000583239 70
0.0093 0.000604393 70
0.0094 0.000627602 72
0.0095 0.000652866 70
0.0096 0.000680281 70
0.0097 0.000710558 70
0.0098 0.000743846 70
0.0099 0.000780143 70
0.01 0.00082188 71
0.0101 0.000873532 70
0.0102 0.000935197 69
0.0103 0.00100687 71
0.0104 0.00108856 69
0.0105 0.00118031 69
0.0106 0.00129378 70
0.0107 0.00143792 68
0.0108 0.00161275 68
0.0109 0.00181826 70
0.011 0.00205446 70
0.0111 0.00232134 69
0.0112 0.00261891 69

